User,Mentions,,,Conative,User
,,,,"('meekness', 'war')",juoliveiraescritora
,,,,"('war', 'time')",juoliveiraescritora
,,,,"('time', 'seen')",juoliveiraescritora
,,,,"('seen', 'armor')",juoliveiraescritora
,,,,"('armor', 'god')",juoliveiraescritora
,,,,"('god', 'win')",juoliveiraescritora
,,,,"('win', 'follower')",juoliveiraescritora
,,,,"('follower', 'instagram')",juoliveiraescritora
,,,,"('instagram', 'must')",juoliveiraescritora
,,,,"('must', 'ones')",juoliveiraescritora
,,,,"('ones', 'like')",juoliveiraescritora
,,,,"('like', 'arewho')",juoliveiraescritora
,,,,"('arewho', 'values')",juoliveiraescritora
,,,,"('values', 'wake')",juoliveiraescritora
,,,,"('wake', 'people')",juoliveiraescritora
,,,,"('people', 'giant')",juoliveiraescritora
,,,,"('giant', 'got')",juoliveiraescritora
,,,,"('got', 'patriotism')",juoliveiraescritora
,,,,"('patriotism', 'finally')",juoliveiraescritora
,,,,"('finally', 'exists')",juoliveiraescritora
,,,,"('exists', 'time')",juoliveiraescritora
,,,,"('time', 'like')",juoliveiraescritora
,,,,"('like', 'never')",juoliveiraescritora
,,,,"('never', 'raise')",juoliveiraescritora
,,,,"('raise', 'shake')",juoliveiraescritora
,,,,"('shake', 'dust')",juoliveiraescritora
,,,,"('dust', 'continues')",juoliveiraescritora
,,,,"('continues', 'juliane')",juoliveiraescritora
,,,,"('juliane', 'kkk')",juoliveiraescritora
,,,,"('kkk', 'everyone')",juoliveiraescritora
,,,,"('everyone', 'arrived')",juoliveiraescritora
,,,,"('arrived', 'read')",juoliveiraescritora
,,,,"('read', 'brazil')",juoliveiraescritora
,,,,"('brazil', 'already')",juoliveiraescritora
,,,,"('tomorrow', 'determine')",direita_pelobrasil
,,,,"('determine', 'future')",direita_pelobrasil
,,,,"('future', 'nation')",direita_pelobrasil
,,,,"('nation', 'brazil')",direita_pelobrasil
,,,,"('brazil', 'accept')",direita_pelobrasil
,,,,"('accept', 'corruption')",direita_pelobrasil
,,,,"('corruption', 'manipulation')",direita_pelobrasil
,,,,"('manipulation', 'censorship')",direita_pelobrasil
,,,,"('censorship', 'among')",direita_pelobrasil
,,,,"('among', 'others')",direita_pelobrasil
,,,,"('others', 'intervention')",direita_pelobrasil
,,,,"('intervention', 'combolsonaronopoder')",direita_pelobrasil
,,,,"('upwho', 'put')",williamsantos1000
,,,,"('put', 'red')",williamsantos1000
,,,,"('red', 'bandits')",williamsantos1000
,,,,"('bandits', 'behind')",williamsantos1000
,,,,"('behind', 'bars')",williamsantos1000
,,,,"('bars', 'people')",williamsantos1000
,,,,"('people', 'intervention')",williamsantos1000
,,,,"('good', 'morningadvice')",bhyah.furttado
,,,,"('morningadvice', 'lawyer')",bhyah.furttado
,,,,"('lawyer', 'police')",bhyah.furttado
,,,,"('police', 'appear')",bhyah.furttado
,,,,"('appear', 'demonstrations')",bhyah.furttado
,,,,"('demonstrations', 'court')",bhyah.furttado
,,,,"('court', 'orders')",bhyah.furttado
,,,,"('orders', 'release')",bhyah.furttado
,,,,"('release', 'roads')",bhyah.furttado
,,,,"('roads', 'discuss')",bhyah.furttado
,,,,"('discuss', 'react')",bhyah.furttado
,,,,"('react', 'touch')",bhyah.furttado
,,,,"('touch', 'vehiclesstay')",bhyah.furttado
,,,,"('vehiclesstay', 'silence')",bhyah.furttado
,,,,"('silence', 'immovablethus')",bhyah.furttado
,,,,"('immovablethus', 'impute')",bhyah.furttado
,,,,"('impute', 'crimes')",bhyah.furttado
,,,,"('crimes', 'contempt')",bhyah.furttado
,,,,"('contempt', 'resistance')",bhyah.furttado
,,,,"('resistance', 'disobedience')",bhyah.furttado
,,,,"('disobedience', 'still')",bhyah.furttado
,,,,"('still', 'common')",bhyah.furttado
,,,,"('common', 'consequence')",bhyah.furttado
,,,,"('consequence', 'legitimize')",bhyah.furttado
,,,,"('legitimize', 'prisonwe')",bhyah.furttado
,,,,"('prisonwe', 'brazilian')",bhyah.furttado
,,,,"('brazilian', 'citizens')",bhyah.furttado
,,,,"('citizens', 'entitled')",bhyah.furttado
,,,,"('entitled', 'manifest')",bhyah.furttado
,,,,"('manifest', 'ive')",bhyah.furttado
,,,,"('ive', 'seen')",bhyah.furttado
,,,,"('seen', 'many')",bhyah.furttado
,,,,"('many', 'abuses')",bhyah.furttado
,,,,"('abuses', 'occur')",bhyah.furttado
,,,,"('occur', 'usanother')",bhyah.furttado
,,,,"('usanother', 'tip')",bhyah.furttado
,,,,"('tip', 'lead')",bhyah.furttado
,,,,"('lead', 'someone')",bhyah.furttado
,,,,"('someone', 'car')",bhyah.furttado
,,,,"('car', 'claim')",bhyah.furttado
,,,,"('claim', 'protesters')",bhyah.furttado
,,,,"('protesters', 'immediately')",bhyah.furttado
,,,,"('immediately', 'call')",bhyah.furttado
,,,,"('call', 'lawyer')",bhyah.furttado
,,,,"('lawyer', 'go')",bhyah.furttado
,,,,"('go', 'themthe')",bhyah.furttado
,,,,"('themthe', 'driven')",bhyah.furttado
,,,,"('driven', 'remains')",bhyah.furttado
,,,,"('remains', 'silent')",bhyah.furttado
,,,,"('silent', 'without')",bhyah.furttado
,,,,"('without', 'reacting')",bhyah.furttado
,,,,"('reacting', 'lets')",bhyah.furttado
,,,,"('lets', 'lawyer')",bhyah.furttado
,,,,"('lawyer', 'take')",bhyah.furttado
,,,,"('take', 'measureswe')",bhyah.furttado
,,,,"('measureswe', 'allow')",bhyah.furttado
,,,,"('allow', 'right')",bhyah.furttado
,,,,"('right', 'peaceful')",bhyah.furttado
,,,,"('peaceful', 'manifestation')",bhyah.furttado
,,,,"('manifestation', 'banned')",bhyah.furttado
,,,,"('banned', 'brazilian')",bhyah.furttado
,,,,"('brazilian', 'citizens')",bhyah.furttado
,,,,"('citizens', 'rightwar')",bhyah.furttado
,,,,"('rightwar', 'protesters')",bhyah.furttado
,,,,"('protesters', 'exalted')",bhyah.furttado
,,,,"('exalted', 'approach')",bhyah.furttado
,,,,"('approach', 'revolting')",bhyah.furttado
,,,,"('revolting', 'help')",bhyah.furttado
,,,,"('help', 'aggravate')",bhyah.furttado
,,,,"('aggravate', 'situation')",bhyah.furttado
,,,,"('situation', 'important')",bhyah.furttado
,,,,"('important', 'information')",bhyah.furttado
,,,,"('information', 'shirt')",bhyah.furttado
,,,,"('shirt', 'photos')",bhyah.furttado
,,,,"('photos', 'presidents')",bhyah.furttado
,,,,"('presidents', 'number')",bhyah.furttado
,,,,"('number', 'demonstration')",bhyah.furttado
,,,,"('demonstration', 'invalidated')",bhyah.furttado
,,,,"('invalidated', 'ask')",bhyah.furttado
,,,,"('ask', 'federal')",bhyah.furttado
,,,,"('federal', 'intervention')",bhyah.furttado
,,,,"('intervention', 'speak')",bhyah.furttado
,,,,"('speak', 'bolsonaros')",bhyah.furttado
,,,,"('bolsonaros', 'name')",bhyah.furttado
,,,,"('name', 'harm')",bhyah.furttado
,,,,"('harm', 'demonstration')",bhyah.furttado
,,,,"('demonstration', 'clear')",bhyah.furttado
,,,,"('clear', 'bolsonaro')",bhyah.furttado
,,,,"('bolsonaro', 'lost')",bhyah.furttado
,,,,"('lost', 'want')",bhyah.furttado
,,,,"('want', 'thief')",bhyah.furttado
,,,,"('thief', 'government')",bhyah.furttado
,,,,"('government', 'lose')",bhyah.furttado
,,,,"('lose', 'bolsonaro')",bhyah.furttado
,,,,"('bolsonaro', 'make')",bhyah.furttado
,,,,"('make', 'manifestations')",bhyah.furttado
,,,,"('manifestations', 'invalid')",bhyah.furttado
,,,,"('invalid', 'importantly')",bhyah.furttado
,,,,"('importantly', 'always')",bhyah.furttado
,,,,"('always', 'leave')",bhyah.furttado
,,,,"('leave', 'water')",bhyah.furttado
,,,,"('water', 'car')",bhyah.furttado
,,,,"('car', 'possible')",bhyah.furttado
,,,,"('possible', 'food')",bhyah.furttado
,,,,"('food', 'passing')",bhyah.furttado
,,,,"('passing', 'vans')",bhyah.furttado
,,,,"('vans', 'support')",bhyah.furttado
,,,,"('support', 'need')",bhyah.furttado
,,,,"('need', 'lot')",bhyah.furttado
,,,,"('lot', 'right')",bhyah.furttado
,,,,"('right', 'inflation')",bhyah.furttado
,,,,"('inflation', 'already')",bhyah.furttado
,,,,"('already', 'rising')",bhyah.furttado
,,,,"('rising', 'dollar')",bhyah.furttado
,,,,"('dollar', 'rising')",bhyah.furttado
,,,,"('rising', 'petrobras')",bhyah.furttado
,,,,"('petrobras', 'actions')",bhyah.furttado
,,,,"('actions', 'falling')",bhyah.furttado
,,,,"('falling', 'resist')",bhyah.furttado
,,,,"('resist', 'tb')",bhyah.furttado
,,,,"('tb', 'orientation')",bhyah.furttado
,,,,"('orientation', 'friend')",bhyah.furttado
,,,,"('friend', 'prf')",bhyah.furttado
,,,,"('prf', 'informed')",bhyah.furttado
,,,,"('informed', 'us')",bhyah.furttado
,,,,"('us', 'br')",bhyah.furttado
,,,,"('br', 'fined')",bhyah.furttado
,,,,"('fined', 'fine')",bhyah.furttado
,,,,"('fine', 'cars')",bhyah.furttado
,,,,"('cars', 'locking')",bhyah.furttado
,,,,"('locking', 'ticket')",bhyah.furttado
,,,,"('ticket', 'passage')",bhyah.furttado
,,,,"('passage', 'locked')",bhyah.furttado
,,,,"('locked', 'soil')",bhyah.furttado
,,,,"('soil', 'tire')",bhyah.furttado
,,,,"('tire', 'etc')",bhyah.furttado
,,,,"('etc', 'cars')",bhyah.furttado
,,,,"('cars', 'nottrucksif')",bhyah.furttado
,,,,"('nottrucksif', 'police')",bhyah.furttado
,,,,"('police', 'ask')",bhyah.furttado
,,,,"('ask', 'leader')",bhyah.furttado
,,,,"('leader', 'organizing')",bhyah.furttado
,,,,"('organizing', 'say')",bhyah.furttado
,,,,"('say', 'leader')",bhyah.furttado
,,,,"('leader', 'together')",bhyah.furttado
,,,,"('tribunalmilitarj', 'intervention')",michelli_santoss86
,,,,"('support', 'truckers')",big_mama_apoio
,,,,"('truckers', 'strikebrazil')",big_mama_apoio
,,,,"('strikebrazil', 'surrender')",big_mama_apoio
,,,,"('surrender', 'darkness')",big_mama_apoio
,,,,"('darkness', 'know')",big_mama_apoio
,,,,"('know', 'done')",big_mama_apoio
,,,,"('done', 'country')",big_mama_apoio
,,,,"('country', 'want')",big_mama_apoio
,,,,"('want', 'army')",big_mama_apoio
,,,,"('army', 'take')",big_mama_apoio
,,,,"('take', 'actionwe')",big_mama_apoio
,,,,"('actionwe', 'people')",big_mama_apoio
,,,,"('people', 'want')",big_mama_apoio
,,,,"('want', 'freedombrazil')",big_mama_apoio
,,,,"('freedombrazil', 'venezuela')",big_mama_apoio
,,,,"('venezuela', 'art')",big_mama_apoio
,,,,"('art', 'created')",big_mama_apoio
,,,,"('created', 'master')",big_mama_apoio
,,,,"('master', 'make')",big_mama_apoio
,,,,"('make', 'art')",big_mama_apoio
,,,,"('art', 'reason')",big_mama_apoio
,,,,"('reason', 'lively')",big_mama_apoio
,,,,"('lively', 'art')",big_mama_apoio
,,,,"('art', 'marki')",big_mama_apoio
,,,,"('marki', 'digital')",big_mama_apoio
,,,,"('digital', 'himfollow')",big_mama_apoio
,,,,"('himfollow', 'profile')",big_mama_apoio
,,,,"('everyone', 'front')",islyvanderlinden
,,,,"('front', 'barracks')",islyvanderlinden
,,,,"('barracks', 'intervention')",islyvanderlinden
,,,,"('intervention', 'lula')",islyvanderlinden
,,,,"('flag', 'never')",politicaa_conservadora
,,,,"('never', 'red')",politicaa_conservadora
,,,,"('red', 'time')",politicaa_conservadora
,,,,"('time', 'people')",politicaa_conservadora
,,,,"('people', 'intervention')",politicaa_conservadora
,,,,"('intervention', 'power')",politicaa_conservadora
,,,,"('lets', 'unite')",simone.araujobraz
,,,,"('unite', 'together')",simone.araujobraz
,,,,"('together', 'truckers')",simone.araujobraz
,,,,"('truckers', 'expel')",simone.araujobraz
,,,,"('expel', 'president')",simone.araujobraz
,,,,"('president', 'elect')",simone.araujobraz
,,,,"('elect', 'intervention')",simone.araujobraz
,,,,"('aloooo', 'rio')",apoio.bolsonaropresidente
,,,,"('rio', 'janeiro')",apoio.bolsonaropresidente
,,,,"('janeiro', 'follow')",apoio.bolsonaropresidente
,,,,"('follow', 'like')",apoio.bolsonaropresidente
,,,,"('like', 'share')",apoio.bolsonaropresidente
,,,,"('intervention', 'lets')",grafica_salmo.23
,,,,"('lets', 'continue')",grafica_salmo.23
,,,,"('continue', 'raise')",grafica_salmo.23
,,,,"('lets', 'go')",sunspacesolarenergy
,,,,"('go', 'upstairs')",sunspacesolarenergy
,,,,"('upstairs', 'intervention')",sunspacesolarenergy
,,,,"('may', 'god')",guilhermelesskiu
,,,,"('god', 'bless')",guilhermelesskiu
,,,,"('bless', 'country')",guilhermelesskiu
,,,,"('country', 'count')",guilhermelesskiu
,,,,"('count', 'dear')",guilhermelesskiu
,,,,"('dear', 'brazilian')",guilhermelesskiu
,,,,"('brazilian', 'armed')",guilhermelesskiu
,,,,"('armed', 'forces')",guilhermelesskiu
,,,,"('forces', 'intervention')",guilhermelesskiu
,,,,"('intervention', 'army')",guilhermelesskiu
,,,,"('army', 'navy')",guilhermelesskiu
,,,,"('tomorrow', 'big')",kazukazumba
,,,,"('big', 'demonstration')",kazukazumba
,,,,"('demonstration', 'marilia')",kazukazumba
,,,,"('marilia', 'military')",kazukazumba
,,,,"('military', 'police')",kazukazumba
,,,,"('police', 'headquarters')",kazukazumba
,,,,"('headquarters', 'near')",kazukazumba
,,,,"('near', 'jlio')",kazukazumba
,,,,"('jlio', 'br')",kazukazumba
,,,,"('br', 'post')",kazukazumba
,,,,"('post', 'want')",kazukazumba
,,,,"('want', 'collapse')",kazukazumba
,,,,"('collapse', 'brazil')",kazukazumba
,,,,"('brazil', 'ja')",kazukazumba
,,,,"('less', 'hours')",casal_inconformado
,,,,"('hours', 'supposed')",casal_inconformado
,,,,"('supposed', 'victory')",casal_inconformado
,,,,"('victory', 'mollusk')",casal_inconformado
,,,,"('mollusk', 'look')",casal_inconformado
,,,,"('look', 'already')",casal_inconformado
,,,,"('already', 'happening')",casal_inconformado
,,,,"('happening', 'petrobras')",casal_inconformado
,,,,"('petrobras', 'alarmed')",casal_inconformado
,,,,"('alarmed', 'next')",casal_inconformado
,,,,"('next', 'days')",casal_inconformado
,,,,"('days', 'fuel')",casal_inconformado
,,,,"('fuel', 'moon')",casal_inconformado
,,,,"('moon', 'intervention')",casal_inconformado
,,,,"('intervention', 'commopovo')",casal_inconformado
,,,,"('letter', 'mr')",adribertoo
,,,,"('mr', 'jair')",adribertoo
,,,,"('jair', 'messias')",adribertoo
,,,,"('messias', 'bolsonaro')",adribertoo
,,,,"('bolsonaro', 'brazilian')",adribertoo
,,,,"('brazilian', 'people')",adribertoo
,,,,"('people', 'president')",adribertoo
,,,,"('president', 'intervention')",adribertoo
,,,,"('intervention', 'ask')",adribertoo
,,,,"('ask', 'intervention')",adribertoo
,,,,"('intervention', 'president')",adribertoo
,,,,"('president', 'jair')",adribertoo
,,,,"('jair', 'messias')",adribertoo
,,,,"('messias', 'bolsonaro')",adribertoo
,,,,"('lulapio', 'thiefwith')",williamsantos1000
,,,,"('thiefwith', 'strength')",williamsantos1000
,,,,"('new', 'clean')",jazielmaia
,,,,"('clean', 'election')",jazielmaia
,,,,"('election', 'new')",jazielmaia
,,,,"('new', 'supreme')",jazielmaia
,,,,"('supreme', 'military')",jazielmaia
,,,,"('military', 'court')",jazielmaia
,,,,"('court', 'intervention')",jazielmaia
,,,,"('president', 'intervention')",brasil_poderemanadopovo
,,,,"('intervention', 'already')",rpires300
,,,,"('already', 'bora')",rpires300
,,,,"('bora', 'brotherhood')",rpires300
,,,,"('brotherhood', 'room')",rpires300
,,,,"('room', 'shop')",rpires300
,,,,"('shop', 'troops')",rpires300
,,,,"('lets', 'disclose')",lekadeazeredo
,,,,"('disclose', 'knock')",lekadeazeredo
,,,,"('knock', 'social')",lekadeazeredo
,,,,"('social', 'networks')",lekadeazeredo
,,,,"('networks', 'go')",lekadeazeredo
,,,,"('go', 'pf')",lekadeazeredo
,,,,"('pf', 'ask')",lekadeazeredo
,,,,"('ask', 'federal')",lekadeazeredo
,,,,"('federal', 'interniveness')",lekadeazeredo
,,,,"('power', 'emanates')",paulammlima
,,,,"('emanates', 'people')",paulammlima
,,,,"('people', 'commensurate')",paulammlima
,,,,"('commensurate', 'elections')",paulammlima
,,,,"('elections', 'never')",paulammlima
,,,,"('never', 'write')",paulammlima
,,,,"('fascist', 'mother')",alexandre_nuno_brasil
,,,,"('mother', 'according')",alexandre_nuno_brasil
,,,,"('according', 'media')",alexandre_nuno_brasil
,,,,"('media', 'still')",alexandre_nuno_brasil
,,,,"('still', 'see')",alexandre_nuno_brasil
,,,,"('see', 'turn')",alexandre_nuno_brasil
,,,,"('turn', 'globo')",alexandre_nuno_brasil
,,,,"('globo', 'caramba')",alexandre_nuno_brasil
,,,,"('caramba', 'net')",alexandre_nuno_brasil
,,,,"('net', 'turn')",alexandre_nuno_brasil
,,,,"('turn', 'band')",alexandre_nuno_brasil
,,,,"('band', 'turn')",alexandre_nuno_brasil
,,,,"('turn', 'cnn')",alexandre_nuno_brasil
,,,,"('cnn', 'turn')",alexandre_nuno_brasil
,,,,"('turn', 'turn')",alexandre_nuno_brasil
,,,,"('turn', 'turn')",alexandre_nuno_brasil
,,,,"('god', 'praised')",wiles.reis
,,,,"('praised', 'beloved')",wiles.reis
,,,,"('beloved', 'homeland')",wiles.reis
,,,,"('homeland', 'brazil')",wiles.reis
,,,,"('brazil', 'army')",wiles.reis
,,,,"('terra', 'adorada')",fernandafbuscarioli
,,,,"('adorada', 'outras')",fernandafbuscarioli
,,,,"('outras', 'mil')",fernandafbuscarioli
,,,,"('mil', 'brasil')",fernandafbuscarioli
,,,,"('brasil', 'amada')",fernandafbuscarioli
,,,,"('amada', 'homeland')",fernandafbuscarioli
,,,,"('homeland', 'filhos')",fernandafbuscarioli
,,,,"('filhos', 'deste')",fernandafbuscarioli
,,,,"('deste', 'solo')",fernandafbuscarioli
,,,,"('solo', 'kind')",fernandafbuscarioli
,,,,"('kind', 'amatria')",fernandafbuscarioli
,,,,"('amatria', 'fatherland')",fernandafbuscarioli
,,,,"('fatherland', 'brazil')",fernandafbuscarioli
,,,,"('loved', 'party')",le_andro08
,,,,"('duty', 'position')",sr.isaquesilva
,,,,"('position', 'deny')",sr.isaquesilva
,,,,"('deny', 'principles')",sr.isaquesilva
,,,,"('principles', 'based')",sr.isaquesilva
,,,,"('based', 'word')",sr.isaquesilva
,,,,"('word', 'godthe')",sr.isaquesilva
,,,,"('godthe', 'bible')",sr.isaquesilva
,,,,"('bible', 'tells')",sr.isaquesilva
,,,,"('tells', 'last')",sr.isaquesilva
,,,,"('last', 'days')",sr.isaquesilva
,,,,"('days', 'face')",sr.isaquesilva
,,,,"('face', 'earth')",sr.isaquesilva
,,,,"('earth', 'would')",sr.isaquesilva
,,,,"('would', 'difficult')",sr.isaquesilva
,,,,"('difficult', 'also')",sr.isaquesilva
,,,,"('also', 'urges')",sr.isaquesilva
,,,,"('urges', 'conform')",sr.isaquesilva
,,,,"('conform', 'world')",sr.isaquesilva
,,,,"('world', 'evil')",sr.isaquesilva
,,,,"('evil', 'corruption')",sr.isaquesilva
,,,,"('corruption', 'citizen')",sr.isaquesilva
,,,,"('citizen', 'heaven')",sr.isaquesilva
,,,,"('heaven', 'pray')",sr.isaquesilva
,,,,"('pray', 'jesus')",sr.isaquesilva
,,,,"('jesus', 'better')",sr.isaquesilva
,,,,"('better', 'brazil')",sr.isaquesilva
,,,,"('brazil', 'brazilian')",sr.isaquesilva
,,,,"('brazilian', 'citizen')",sr.isaquesilva
,,,,"('citizen', 'position')",sr.isaquesilva
,,,,"('position', 'crying')",sr.isaquesilva
,,,,"('crying', 'streets')",sr.isaquesilva
,,,,"('streets', 'order')",sr.isaquesilva
,,,,"('order', 'progress')",sr.isaquesilva
,,,,"('progress', 'freedom')",sr.isaquesilva
,,,,"('freedom', 'conservatismgod')",sr.isaquesilva
,,,,"('conservatismgod', 'homeland')",sr.isaquesilva
,,,,"('homeland', 'family')",sr.isaquesilva
,,,,"('family', 'happy')",sr.isaquesilva
,,,,"('happy', 'nation')",sr.isaquesilva
,,,,"('nation', 'whose')",sr.isaquesilva
,,,,"('whose', 'god')",sr.isaquesilva
,,,,"('god', 'lord')",sr.isaquesilva
,,,,"('lord', 'central')",sr.isaquesilva
,,,,"('central', 'brasil')",sr.isaquesilva
,,,,"('brasil', 'rj')",sr.isaquesilva
,,,,"('see', 'child')",oficialzurc
,,,,"('child', 'escape')",oficialzurc
,,,,"('escape', 'fight')",oficialzurc
,,,,"('fight', 'dont')",oficialzurc
,,,,"('dont', 'fear')",oficialzurc
,,,,"('fear', 'worships')",oficialzurc
,,,,"('worships', 'death')",oficialzurc
,,,,"('death', 'adorned')",oficialzurc
,,,,"('adorned', 'land')",oficialzurc
,,,,"('land', 'among')",oficialzurc
,,,,"('among', 'others')",oficialzurc
,,,,"('others', 'thousand')",oficialzurc
,,,,"('thousand', 'brazil')",oficialzurc
,,,,"('brazil', 'beloved')",oficialzurc
,,,,"('beloved', 'homeland')",oficialzurc
,,,,"('homeland', 'children')",oficialzurc
,,,,"('children', 'soil')",oficialzurc
,,,,"('soil', 'kind')",oficialzurc
,,,,"('kind', 'mother')",oficialzurc
,,,,"('mother', 'homeland')",oficialzurc
,,,,"('homeland', 'beloved')",oficialzurc
,,,,"('beloved', 'brazil')",oficialzurc
,,,,"('brazil', 'lula')",oficialzurc
,,,,"('together', 'struggle')",anafrohlich_
,,,,"('struggle', 'democratic')",anafrohlich_
,,,,"('democratic', 'country')",anafrohlich_
,,,,"('country', 'without')",anafrohlich_
,,,,"('without', 'censorship')",anafrohlich_
,,,,"('people', 'want')",zeca_costa735812
,,,,"('want', 'good')",zeca_costa735812
,,,,"('good', 'homeland')",zeca_costa735812
,,,,"('homeland', 'family')",zeca_costa735812
,,,,"('family', 'god')",zeca_costa735812
,,,,"('god', 'dying')",zeca_costa735812
,,,,"('dying', 'bleeding')",zeca_costa735812
,,,,"('bleeding', 'perplexedmay')",zeca_costa735812
,,,,"('perplexedmay', 'god')",zeca_costa735812
,,,,"('god', 'compassion')",zeca_costa735812
,,,,"('compassion', 'us')",zeca_costa735812
,,,,"('manifestation', 'caxias')",m.dahmer16
,,,,"('caxias', 'sul')",m.dahmer16
,,,,"('sul', 'orderly')",m.dahmer16
,,,,"('orderly', 'peaceful')",m.dahmer16
,,,,"('avalmirante', 'barroso')",direitapaidegua
,,,,"('barroso', 'front')",direitapaidegua
,,,,"('front', 'headquarters')",direitapaidegua
,,,,"('headquarters', 'jungle')",direitapaidegua
,,,,"('jungle', 'infantry')",direitapaidegua
,,,,"('infantry', 'battalion')",direitapaidegua
,,,,"('battalion', 'taken')",direitapaidegua
,,,,"('taken', 'patriotic')",direitapaidegua
,,,,"('patriotic', 'protesters')",direitapaidegua
,,,,"('protesters', 'fighting')",direitapaidegua
,,,,"('fighting', 'freedom')",direitapaidegua
,,,,"('freedom', 'justice')",direitapaidegua
,,,,"('justice', 'october')",direitapaidegua
,,,,"('october', 'presidential')",direitapaidegua
,,,,"('presidential', 'elections')",direitapaidegua
,,,,"('elections', 'population')",direitapaidegua
,,,,"('population', 'calls')",direitapaidegua
,,,,"('calls', 'intervention')",direitapaidegua
,,,,"('intervention', 'armed')",direitapaidegua
,,,,"('armed', 'forces')",direitapaidegua
,,,,"('forces', 'restore')",direitapaidegua
,,,,"('restore', 'guarantee')",direitapaidegua
,,,,"('guarantee', 'oflaw')",direitapaidegua
,,,,"('oflaw', 'orderavadmiral')",direitapaidegua
,,,,"('orderavadmiral', 'barroso')",direitapaidegua
,,,,"('barroso', 'front')",direitapaidegua
,,,,"('front', 'headquarters')",direitapaidegua
,,,,"('headquarters', 'jungle')",direitapaidegua
,,,,"('jungle', 'infantry')",direitapaidegua
,,,,"('infantry', 'battalion')",direitapaidegua
,,,,"('battalion', 'taken')",direitapaidegua
,,,,"('taken', 'patriotic')",direitapaidegua
,,,,"('patriotic', 'protesters')",direitapaidegua
,,,,"('protesters', 'fighting')",direitapaidegua
,,,,"('fighting', 'freedom')",direitapaidegua
,,,,"('freedom', 'justice')",direitapaidegua
,,,,"('justice', 'octber')",direitapaidegua
,,,,"('octber', 'presidential')",direitapaidegua
,,,,"('presidential', 'electionsthe')",direitapaidegua
,,,,"('electionsthe', 'population')",direitapaidegua
,,,,"('population', 'asks')",direitapaidegua
,,,,"('asks', 'intervention')",direitapaidegua
,,,,"('intervention', 'armed')",direitapaidegua
,,,,"('armed', 'forces')",direitapaidegua
,,,,"('forces', 'restore')",direitapaidegua
,,,,"('restore', 'guarantee')",direitapaidegua
,,,,"('guarantee', 'law')",direitapaidegua
,,,,"('law', 'order')",direitapaidegua
,,,,"('order', 'communism')",direitapaidegua
,,,,"('trust', 'everything')",paulo_oliveira_unix
,,,,"('everything', 'already')",paulo_oliveira_unix
,,,,"('already', 'combined')",paulo_oliveira_unix
,,,,"('combined', 'accept')",paulo_oliveira_unix
,,,,"('accept', 'blow')",paulo_oliveira_unix
,,,,"('people', 'cry')",gabi.tonetto
,,,,"('cry', 'justice')",gabi.tonetto
,,,,"('justice', 'freedom')",gabi.tonetto
,,,,"('araras', 'beautiful')",gabi.tonetto
,,,,"('beautiful', 'tomorrow')",gabi.tonetto
,,,,"('tomorrow', 'tomorrow')",gabi.tonetto
,,,,"('tomorrow', 'meet')",gabi.tonetto
,,,,"('meet', 'hrs')",gabi.tonetto
,,,,"('hrs', 'front')",gabi.tonetto
,,,,"('front', 'cerealist')",gabi.tonetto
,,,,"('cerealist', 'zorzo')",gabi.tonetto
,,,,"('zorzo', 'follow')",gabi.tonetto
,,,,"('follow', 'anhanguera')",gabi.tonetto
,,,,"('anhanguera', 'join')",gabi.tonetto
,,,,"('join', 'truckers')",gabi.tonetto
,,,,"('one', 'secrets')",grazianoandrade
,,,,"('secrets', 'brusque')",grazianoandrade
,,,,"('brusque', 'prosperous')",grazianoandrade
,,,,"('prosperous', 'safe')",grazianoandrade
,,,,"('safe', 'quality')",grazianoandrade
,,,,"('quality', 'life')",grazianoandrade
,,,,"('life', 'safety')",grazianoandrade
,,,,"('safety', 'opportunity')",grazianoandrade
,,,,"('opportunity', 'build')",grazianoandrade
,,,,"('build', 'heritage')",grazianoandrade
,,,,"('heritage', 'street')",grazianoandrade
,,,,"('street', 'army')",grazianoandrade
,,,,"('day', 'souls')",hyghorazevedooficial
,,,,"('souls', 'coming')",hyghorazevedooficial
,,,,"('coming', 'living')",hyghorazevedooficial
,,,,"('living', 'shore')",hyghorazevedooficial
,,,,"('teach', 'child')",marcileneregis
,,,,"('child', 'accept')",marcileneregis
,,,,"('accept', 'defeatbut')",marcileneregis
,,,,"('defeatbut', 'dispute')",marcileneregis
,,,,"('dispute', 'fairotherwise')",marcileneregis
,,,,"('fairotherwise', 'teach')",marcileneregis
,,,,"('teach', 'fight')",marcileneregis
,,,,"('fight', 'justice')",marcileneregis
,,,,"('either', 'stay')",expressando_amor_sempre
,,,,"('stay', 'homeland')",expressando_amor_sempre
,,,,"('homeland', 'free')",expressando_amor_sempre
,,,,"('free', 'die')",expressando_amor_sempre
,,,,"('die', 'brazil')",expressando_amor_sempre
,,,,"('lets', 'go')",yslange.saraiva
,,,,"('go', 'street')",yslange.saraiva
,,,,"('street', 'patriotic')",yslange.saraiva
,,,,"('patriotic', 'friends')",yslange.saraiva
,,,,"('friends', 'accept')",yslange.saraiva
,,,,"('accept', 'stolen')",yslange.saraiva
,,,,"('stolen', 'hard')",yslange.saraiva
,,,,"('hard', 'face')",yslange.saraiva
,,,,"('face', 'everyone')",yslange.saraiva
,,,,"('everyone', 'censored')",yslange.saraiva
